alternative_explanation,artifact_status,baseline_bin,causal_status,condition,confidence,control_ari,control_variant,current_ari,dataset_id,delta_ari,effect_state,evidence_level,evidence_source,failure_pattern,gate_usage_raw,global_delta,global_metric,global_nonpositive,input_protocol,interpretation,intervention_location,label_free_local_metric_available,local_delta,local_global_disconnect,local_metric,local_metric_label_use,local_positive,magnitude_proxy_json,magnitude_proxy_keys,measurement_timing,negative_headroom,paired_delta_scope,positive_headroom,post_treatment_descriptor,readout,replay_eligible,seed_count,seeds,selection_policy,source_batch,status,structural_source,variant,variant_family,version
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.016353524059245204,local__first_order_theorem_proving,-0.012442705011735902,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.01269813630868251,local__first_order_theorem_proving,-0.016098092762298594,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.0200386910966192,local__first_order_theorem_proving,-0.008757537974361906,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.020601987198309395,local__first_order_theorem_proving,-0.00819424187267171,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.043181649128812914,local__first_order_theorem_proving,0.014385420057831808,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.02289239023611785,local__first_order_theorem_proving,-0.0059038388348632564,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.01628503711489757,local__first_order_theorem_proving,-0.012511191956083537,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.018922838725940774,local__first_order_theorem_proving,-0.009873390345040332,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.028796229070981106,scmae_only,0.005274546341173748,local__first_order_theorem_proving,-0.02352168272980736,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.028796229070981106,matched three-run group means; raw per-seed rows not in snapshot,0.9712037709290189,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.2594093709341451,scmae_only,0.35388185215628026,local__flickr_material_database,0.09447248122213514,positive,149-dataset x 3-seed matrix,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.2594093709341451,matched three-run group means; raw per-seed rows not in snapshot,0.7405906290658548,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.2594093709341451,scmae_only,0.3179618759969582,local__flickr_material_database,0.058552505062813065,positive,149-dataset x 3-seed matrix,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.2594093709341451,matched three-run group means; raw per-seed rows not in snapshot,0.7405906290658548,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.2594093709341451,scmae_only,0.3448657314502488,local__flickr_material_database,0.08545636051610367,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.2594093709341451,matched three-run group means; raw per-seed rows not in snapshot,0.7405906290658548,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.2594093709341451,scmae_only,0.3584419062956101,local__flickr_material_database,0.099032535361465,positive,149-dataset x 3-seed matrix,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.2594093709341451,matched three-run group means; raw per-seed rows not in snapshot,0.7405906290658548,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.2594093709341451,scmae_only,0.35418129432071765,local__flickr_material_database,0.09477192338657253,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.2594093709341451,matched three-run group means; raw per-seed rows not in snapshot,0.7405906290658548,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.2594093709341451,scmae_only,0.3021479034330749,local__flickr_material_database,0.04273853249892978,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.2594093709341451,matched three-run group means; raw per-seed rows not in snapshot,0.7405906290658548,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.2594093709341451,scmae_only,0.32631301198164075,local__flickr_material_database,0.06690364104749563,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.2594093709341451,matched three-run group means; raw per-seed rows not in snapshot,0.7405906290658548,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
